merged_id,company_name,country,region_bucket,revenue_eur_latest,ebitda_eur_latest,revenue_year,employees,industry_code,ownership_status,inactive,business_model_tags,source,duplicate_match_type,data_discrepancy_flag,data_discrepancy_note,stage_status,ai_fde_match_prior,description,hf_region,hf_revenue,hf_ebitda,hf_business_model,hard_filter_status
fd98555e5b96,DENKWERK GMBH,DE,DACH,25164420.29,2597566.37,2024.0,228,6202.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
15882dc7347d,SOCIETE WALLONNE DU LOGEMENT,BE,Benelux,26111000.0,7130000.0,2024.0,205,6202.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
8ca63060e038,QOGNIFY GMBH,DE,DACH,26104859.05,8564615.13,2024.0,76,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
8963b8a0cf3e,HEINZE GMBH,DE,DACH,24196327.36,2096968.36,2023.0,178,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
dc4fc365a094,GEODYNAMICS,BE,Benelux,22563923.0,12171616.0,2025.0,51,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
a3ab50df0324,PROCAD GMBH & CO. KG,DE,DACH,23990632.84,2390065.2100000004,2023.0,111,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
2f5eac658510,ZENDESK APS,DK,Denmark,25437842.2087819,2434118.83273238,2024.0,111,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
f6a3182e2f53,SERVICENOW BELGIUM,BE,Benelux,25363493.0,1311753.0,2024.0,61,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
24231b362b9a,COMFORTE AG,DE,DACH,22385453.78,1313820.98,2025.0,84,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
20fa4a40cd31,DELTEK DANMARK A/S,DK,Denmark,23098188.1549757,1926623.31570475,2024.0,120,6202.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
01172c5c499d,CERDIA SERVICES GMBH,DE,DACH,22071921.67,1868255.88,2024.0,129,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
feae76560977,FUNKTEL GMBH,DE,DACH,22736119.56,2315403.76,2024.0,115,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
174df44e85c7,BESTMIX SOFTWARE,BE,Benelux,21680008.0,1473993.0,2024.0,94,4650.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
f7bbc3c8796b,MSU SOLUTIONS GMBH,DE,DACH,21600022.61,2364426.08,2024.0,121,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
36fc3d4504a8,PHITURE GMBH,DE,DACH,21596613.66,2759794.07,2024.0,63,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
6ad3f26a636a,TEMENOS LUXEMBOURG S.A.,LU,Benelux,21508436.0,3128063.0,2024.0,n.v.,6202.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
1c4252f1b462,DESCARTES SYSTEMS (BELGIUM),BE,Benelux,21493234.0,1949891.0,2024.0,58,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
744f76f0cf72,VANAS ENGINEERING,BE,Benelux,21400709.0,1783788.0,2024.0,54,4669.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
08251230a5f1,ONLINECITY.IO APS,DK,Denmark,21715175.2789124,1341103.39497053,2024.0,30,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
e72fb2ec0eb0,J. H. SCHULTZ INFORMATION A/S,DK,Denmark,21333408.2051632,2919783.6875830498,2024.0,125,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
fc641b50afba,AT & T GLOBAL NETWORK SERVICES BELGIUM LUXEMBOURG,BE,Benelux,21225045.0,1786332.0,2024.0,40,6110.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
4b98c50af111,ISD SOFTWARE UND SYSTEME GMBH,DE,DACH,21205468.91,6148543.359999999,2024.0,147,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
32c4a57ef9f8,FRESH CHEF,BE,Benelux,21116322.0,1880820.0,2024.0,42,1092.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
2bf824c76d24,SENIOR CONSULTING GMBH EDV- UND ORGANISATIONSBERATUNG,DE,DACH,20934034.049999997,1990600.2,2024.0,2,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
8d0c800a9fee,IMM ELECTRONICS GMBH,DE,DACH,20865049.279999997,1467938.12,2024.0,118,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
a29b002075b5,VOEB-SERVICE GMBH,DE,DACH,20858315.31,4626691.75,2024.0,85,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
b72344573ecd,GE HEALTHCARE INFORMATION TECHNOLOGIES GMBH & CO. KG,DE,DACH,21292649.0,1365279.0,2024.0,99,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
41315657457e,PROALPHA SOFTWARE AUSTRIA GMBH,AT,DACH,21038946.76,1464022.62,2024.0,66,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
cbbc921eee5e,COMPUSOFT DEUTSCHLAND AG,DE,DACH,21441394.68,1252822.83,2022.0,131,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
300f395884e1,FOTOFINDER SYSTEMS GMBH,DE,DACH,22067552.41,3730969.7,2024.0,99,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
10a7acac1f54,AKQA DENMARK A/S,DK,Denmark,22629772.2183884,2875448.5773594403,2024.0,133,6202.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
01d164746ecf,KEYWARE TECHNOLOGIES N.V.,BE,Benelux,19929000.0,3874000.0,2025.0,43,6209.0,Public,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
756d9d3e84d7,Q.BEYOND LOGINEER GMBH,DE,DACH,22535131.369999997,2283599.01,2024.0,60,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
c2b2b9b8dc24,PRICE F(X) AG,DE,DACH,22505496.62,2099524.16,2024.0,n.v.,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
ae7cdd567abc,WORLD-DIRECT EBUSINESS SOLUTIONS GESELLSCHAFT M.B.H.,AT,DACH,22468814.69,1996881.69,2024.0,140,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
809d542ebdfd,ONVENTIS GMBH,DE,DACH,22465983.520000003,5886617.36,2024.0,86,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
721bb1752af2,H. ESSERS DIGITAL COMPANY,BE,Benelux,22389034.0,5920625.0,2024.0,161,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
514ddc58312e,SITECORE BELGIUM,BE,Benelux,19771655.0,5832404.0,2025.0,77,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
84337a58d52b,OPTIMAL SYSTEMS VERTRIEBSGESELLSCHAFT MBH HANNOVER,DE,DACH,21407233.619999997,5256764.83,2023.0,100,6202.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
478583354b07,PEAKWORK GMBH,DE,DACH,22203686.14,6881168.08,2024.0,107,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
0013574ee6ad,GRAITEC INNOVATION GMBH,DE,DACH,22173675.95,1261119.11,2024.0,42,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
06517e7252c1,CARAT GESELLSCHAFT FUER ORGANISATION UND SOFTWAREENTWICKLUNG MBH,DE,DACH,22119766.69,1675448.21,2024.0,112,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
dd8ce40c9d4d,TIETO GERMANY GMBH,DE,DACH,22112379.15,3810307.78,2024.0,97,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
e00a22829810,LUCIAD,BE,Benelux,22111906.0,9993905.0,2024.0,69,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
a278cce8d8fd,ASC TECHNOLOGIES AKTIENGESELLSCHAFT,DE,DACH,26882239.43,2323269.1799999997,2024.0,125,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
d3be3ea6e389,TOTALENERGIES BELGIUM SERVICES,BE,Benelux,22855816.0,1019379.0,2024.0,30,6202.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
8ccfb2a4a959,LENOVO GLOBAL TECHNOLOGY BELGIUM,BE,Benelux,25838395.0,1008675.0,2024.0,8,4650.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
bd878e6e5474,LACROIX SAE GMBH & CO. KG,DE,DACH,28919279.58,3058874.77,2024.0,117,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
8f003b3b36d9,LIZY BELGIUM,BE,Benelux,27056523.0,9100851.0,2024.0,25,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
04ffe981fab7,STP INFORMATIONSTECHNOLOGIE GMBH,DE,DACH,33584349.0,8909904.0,2024.0,103,6202.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
d1d77b05a555,P/F FORMULA,DK,Denmark,29133539.2849111,3988788.99440804,2025.0,94,6202.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
89b0bba1dd76,BANQUP SOLUTIONS,BE,Benelux,32918333.0,3411730.0,2024.0,36,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
6fcd9cd7c0bf,SAGE GMBH,AT,DACH,29097378.35,5547159.8100000005,2025.0,n.v.,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
c909230d16d5,GOTO TECHNOLOGIES GERMANY GMBH,DE,DACH,32852324.73,2429423.39,2024.0,198,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
29eb631e5137,"PROMOS CONSULT PROJEKTMANAGEMENT, ORGANISATION UND SERVICE GMBH",DE,DACH,32713099.17,1335369.25,2024.0,222,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
1c19be74db3b,USG PROFESSIONALS,BE,Benelux,33812938.0,2242745.0,2024.0,158,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
6c1fdfba7f1d,WAVENET,BE,Benelux,32600850.0,9010188.0,2024.0,166,6202.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
aec08834079a,RISER ID SERVICES GMBH,DE,DACH,32506585.71,4107248.51,2024.0,23,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
f777cc0680c9,ABAKION A/S,DK,Denmark,29486394.500102498,2049296.64562573,2025.0,178,6202.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
ee63d4685b03_1,N+P INFORMATIONSSYSTEME GMBH,DE,DACH,28711513.99,2004908.17,2025.0,189,6202.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
b4662e8108ab,HMS INDUSTRIAL NETWORKS,BE,Benelux,31865125.0,8351806.000000001,2024.0,74,2630.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
6acfb73b45cc,MICROVISION GMBH,DE,DACH,31813797.05,2977584.25,2024.0,166,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
092f4bb781e8,CIRCULAR INFORMATIONSSYSTEME GMBH,DE,DACH,31798740.549999997,2149797.0999999996,2024.0,49,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
eee11313eae2,PAIR FINANCE GMBH,DE,DACH,30644352.4,5094892.359999999,2023.0,166,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
24e6784377a5,OBJECTWAY GMBH,DE,DACH,30039310.5,6252504.649999999,2025.0,126,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
c6a4183ac03d,ST SPORTSERVICE GMBH,DE,DACH,33948852.160000004,3520718.19,2024.0,183,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
8ac8ee30ab27,BEAULIEU ICT,BE,Benelux,33953295.0,4492818.0,2024.0,50,4651.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
c7b61f11eec8,GUIDECOM AG,DE,DACH,35866005.24,2329051.41,2024.0,249,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
ab22a06a58ab,GAF AG,DE,DACH,35586221.74,2957560.07,2024.0,215,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
4a60375ec521,RAY SONO GMBH,DE,DACH,33010993.450000003,2837408.8000000003,2024.0,241,6202.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
b8ef39988461,DIGITAL REALTY DENMARK APS,DK,Denmark,35218652.649935,9766121.90919456,2024.0,50,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
8819f0bf1ec6,BRASSERIE CAULIER,BE,Benelux,31115886.0,8155581.0,2025.0,74,1101.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
e7daf805a0ab,TOMTOMBELGIUM,BE,Benelux,35131607.0,1891300.0,2024.0,177,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
61e6f7216737,HIS HOCHSCHUL-INFORMATIONS-SYSTEM EG,DE,DACH,35086830.199999996,2920046.23,2024.0,356,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
e823e7487c50,CIRCET PROJECTS,BE,Benelux,35073557.0,1391259.0,2024.0,88,4329.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
947cf5b240c9,SYSTEMATIC GMBH,DE,DACH,32030765.33,2523286.74,2024.0,22,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
ad392db404b6,SCOPEVISIO AG,DE,DACH,34484828.78,4112124.71,2024.0,292,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
0579e65f0216,FIS SYSTEME GMBH,DE,DACH,34413185.89,2007260.54,2024.0,148,6202.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
9f40c695b7fc,GDMCOM GMBH,DE,DACH,34412464.809999995,4059921.8,2024.0,177,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
84b07d02a63b,JUNIPER NETWORKS GMBH,DE,DACH,34287280.0,1720671.0,2024.0,148,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
68fb0efc2e18,TERADATA GMBH,DE,DACH,34231515.78,6115681.18,2024.0,98,6202.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
e3287999690c,ORISE,BE,Benelux,32867898.0,2363617.0,2024.0,167,4740.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
09a424ff718c,NTX,BE,Benelux,31750970.0,2774105.0,2024.0,92,6202.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
6c23117c1a02,AVIRA OPERATIONS GMBH,DE,DACH,31750722.0,2234916.0,2024.0,130,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
527899d6149e,"OTT HYDROMET GMBH, ZWEIGNIEDERLASSUNG OESTERREICH",AT,DACH,29641529.25,4118345.15,2023.0,n.v.,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
b1ccb5fd53e3,CEPHEID BENELUX,BE,Benelux,31509646.0,2529645.0,2024.0,13,2630.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
03ae644e08c6,1STMOVERS APS,DK,Denmark,18418441.5032646,1216169.35887809,2025.0,33,6202.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
5e03949982b3,"UKSH GESELLSCHAFT FUER INFORMATIONSTECHNOLOGIE MBH (""GFIT"")",DE,DACH,28859426.83,1288306.11,2024.0,3,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
6b2de7a261b9,R2P GMBH,DE,DACH,27114048.53,3266808.43,2023.0,70,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
b483e9d7aa3a,PAYOLUTION GMBH,AT,DACH,28319155.36,2414340.3600000003,2024.0,45,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
523e76e35102,ATTENTIA,BE,Benelux,28231297.0,1567541.0,2024.0,119,6202.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
fdb9004e596f,ALPEGA,BE,Benelux,28225412.0,11015692.0,2024.0,25,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
ae657d3dd11a,ROCKWELL AUTOMATION SOLUTIONS GMBH,DE,DACH,26165547.51,2352078.43,2024.0,58,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
b2e73f5cddf1,TEADS DEUTSCHLAND GMBH,DE,DACH,27953013.62,2603292.14,2024.0,102,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
c7b258f049e7,"HALIAN, S.A R.L.",LU,Benelux,26737531.0,1229963.0,2024.0,n.v.,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
1f83517228cf,CGI BELGIUM,BE,Benelux,24479195.0,1174855.0,2025.0,119,6202.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
3ad2e7d76c9d,ZUKEN E3 GMBH,DE,DACH,26476043.09,4371065.64,2024.0,132,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
99bc52fdddcc,NETCOLOGNE IT SERVICES GMBH,DE,DACH,27546315.31,5770707.58,2024.0,164,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
957f62d174e1,MATECO BELGIUM,BE,Benelux,27447846.0,5433779.0,2024.0,68,4651.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
72e67983db20,GENESIS CONSULT,BE,Benelux,27169416.0,3064082.0,2024.0,57,6202.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
d4598f99ca8c,V-IT,BE,Benelux,27166291.0,1244190.0,2024.0,6,6202.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
46a99fba989a,PERBILITY GMBH,DE,DACH,28940560.9,9003810.35,2024.0,8,6202.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
68117fbfd0cd,SIEMENS INDUSTRY SOFTWARE A/S,DK,Denmark,23905783.9601076,1158751.6811237098,2025.0,29,6202.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
bad093dff30d,SOA PEOPLE A/S,DK,Denmark,29195276.489525694,2913450.10040825,2024.0,103,6202.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
597e75e6fafa,UBER DENMARK SOFTWARE AND DEVELOPMENT APS,DK,Denmark,29703984.8211188,2263246.7361867004,2024.0,130,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
283a5c675129,VIMCAR GMBH,DE,DACH,29571914.27,5212892.8100000005,2023.0,184,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
a6a6e8c2e7b0,ENERGY4U GMBH,DE,DACH,29571094.26,3492241.0300000003,2023.0,173,6202.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
568a4bd42106,GOVERNIKUS GMBH & CO. KG,DE,DACH,31430005.01,1480574.42,2024.0,251,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
254311683668,BOERSE STUTTGART DIGITAL BROKER GMBH,DE,DACH,31252000.91,10710516.05,2024.0,59,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
dc56c1ff8e75,BDOT BLUE INFRASTRUCTURE (GERMANY) GMBH,DE,DACH,31244618.65,12021609.76,2024.0,n.v.,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
cd44aaffabe7,JTL-SOFTWARE-GMBH,DE,DACH,29170590.99,11733023.41,2023.0,206,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
c2623215b746,HAIILO GMBH,DE,DACH,30932929.39,1746560.62,2024.0,123,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
ad3434d6e661,DRESDEN-IT GMBH,DE,DACH,30346494.14,2315072.76,2024.0,122,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
783bd11cf744,AXWAY GMBH,DE,DACH,30199026.58,2251248.2890000003,2024.0,21,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
86b1e690d184,HMMH MULTIMEDIAHAUS AG,DE,DACH,29282185.119999997,2423657.9299999997,2024.0,265,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
0ea89538e3f2,TIPICO TECHNOLOGY SERVICES GMBH,DE,DACH,30169129.36,4280319.16,2024.0,175,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
732e21977d6e,PROXIMEDIA,BE,Benelux,30148685.0,5626697.0,2024.0,187,4666.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
e4726b355781,COCONET AG,DE,DACH,30081113.05,7717587.29,2024.0,176,6201.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
c9ac72b2a3fe,APA-IT INFORMATIONS TECHNOLOGIE GMBH,AT,DACH,30001400.71,3007152.18,2024.0,132,6209.0,Private,False,,Orbis,,,,hard_filter_margin,,,PASS,PASS,PASS,MARGIN_FLAG,hard_filter_margin
