company_name,_name_key,country,region_bucket,revenue_eur_latest,ebitda_eur_latest,revenue_year,employees,industry_code,ownership_status,inactive,business_model_tags,ai_fde_match_prior,description,source,stage_status
SYNCORE GMBH,syncore gmbh,DE,DACH,52100000.0,3700000.0,,84,6201,Unknown,False,,True,"Syncore GmbH specializes in complex digital transformation and industrial software engineering, which aligns well with the FDE thesis. Their focus on custom development, data architecture, and integration of sophisticated enterprise systems provides a strong foundation for scaling AI-driven pipelines and RAG implementations. Given their technical pedigree in the German industrial landscape, they possess the requisite engineering depth to pivot into high-value AI deployment services.",Orbis Screened,raw
VENZO A/S,venzo a s,DK,Denmark,50800000.0,5100000.0,,163,6202,Unknown,False,,True,"VENZO is a sophisticated Danish consultancy with deep expertise in cloud architecture, data platforms, and modern application development, which aligns with our criteria for firms capable of pivoting to AI scaling. They actively provide specialized services in data engineering and machine learning workflows, bridging the gap between infrastructure and business outcomes. Their technical maturity and current focus on AI-driven digital transformation make them a high-potential candidate for our FDE investment thesis.",Orbis Screened,raw
CEGEKA BUSINESS SOLUTIONS BELGIE,cegeka business solutions belgie,BE,Benelux,50500000.0,3300000.0,,204,6202,Unknown,False,,True,"Cegeka is a top-tier European IT services provider with deep engineering capabilities and a proven track record in digital transformation and data infrastructure. They have a well-developed AI portfolio, offering mature solutions in generative AI, proprietary RAG architectures, and custom multi-agent enterprise deployments. Their technical depth in cloud-native engineering and extensive industry vertical expertise makes them an ideal candidate for scaling AI FDE services within the enterprise sector.",Orbis Screened,raw
CONTACT SOFTWARE GMBH,contact software gmbh,DE,DACH,49900000.0,5300000.0,,394,6201,Unknown,False,,True,"CONTACT Software is a leader in Product Lifecycle Management (PLM) and industrial IoT, providing the digital backbone for complex engineering environments. Their deep integration with product data and existing enterprise software architectures positions them perfectly to deploy proprietary RAG systems and AI-driven predictive engineering workflows. Given their existing technical moat in B2B industrial engineering, they possess the high-quality engineering talent required to pivot effectively into scaling AI pipelines for manufacturing and product development.",Orbis Screened,raw
DEVOTEAM GMBH,devoteam gmbh,DE,DACH,49600000.0,4800000.0,,296,6202,Unknown,False,,True,"Devoteam GmbH is a strong candidate as they are a major European IT consultancy with deep expertise in cloud-native architecture, data engineering, and generative AI. They already maintain strategic partnerships with major hyperscalers like Google Cloud and AWS, focusing on deploying enterprise-grade AI solutions and large-scale data transformation. Their current service portfolio aligns well with our FDE thesis, as they possess the necessary engineering maturity to scale custom AI pipelines and complex agentic workflows for blue-chip clients.",Orbis Screened,raw
TRAKKEN GMBH,trakken gmbh,DE,DACH,49200000.0,3800000.0,,132,6201,Unknown,False,,True,"Trakken GmbH is a high-end digital analytics and data engineering consultancy with deep technical expertise in data infrastructure and cloud architecture. Given their focus on data integration, predictive modeling, and advanced analytics, they possess the necessary engineering foundation to pivot effectively into AI Forward Deployed Engineering. Their track record in enterprise data strategy makes them a strong candidate for building and maintaining custom RAG systems and AI pipelines for large-scale clients.",Orbis Screened,raw
HYAND SOLUTIONS GMBH,hyand solutions gmbh,DE,DACH,48400000.0,6700000.0,,310,6209,Unknown,False,,True,"Hyand Solutions GmbH specializes in complex enterprise software engineering, cloud transformation, and industrial IoT solutions, which aligns with the high-potential category for pivoting to AI scaling. Their focus on large-scale digital architecture, legacy system integration, and data-driven process optimization provides a strong foundation for deploying enterprise-grade RAG systems and multi-agent workflows. Their technical depth in German industrial sectors suggests a high capability for the high-end, custom AI engineering projects targeted by our thesis.",Orbis Screened,raw
THEVALUECHAIN,thevaluechain,BE,Benelux,46800000.0,1100000.0,,109,6202,Unknown,False,,True,"THEVALUECHAIN is an established IT consultancy specializing in complex digital transformation and data integration projects, fitting our 'High Potential' criteria for an FDE pivot. Their expertise in enterprise architecture, cloud infrastructure, and data lifecycle management provides a robust foundation for building advanced RAG pipelines and custom AI deployments. While they operate as a broad IT services firm, their technical depth and focus on high-value business process optimization make them an excellent candidate to scale AI engineering solutions for enterprise clients.",Orbis Screened,raw
VIRTUAL7 GMBH,virtual7 gmbh,DE,DACH,46400000.0,3300000.0,,133,6201,Unknown,False,,True,"Virtual7 GmbH is a high-end German IT consulting firm specializing in complex software engineering, cloud architecture, and data-driven solutions for public sector and enterprise clients. Their focus on custom development, system integration, and digital modernization provides a strong technical foundation to pivot toward AI Forward Deployed Engineering, specifically in building robust data pipelines and enterprise-grade AI integration. They represent a high-potential asset capable of transitioning from traditional custom engineering to the deployment of proprietary RAG systems and multi-agent workflows.",Orbis Screened,raw
NORRIQ HOLDING A/S,norriq holding a s,DK,Denmark,46200000.0,3100000.0,,260,6202,Unknown,False,,True,"NORRIQ is an established business applications partner focused on Microsoft Dynamics 365 and cloud infrastructure, which provides a strong technical foundation in enterprise data ecosystems. They have demonstrated an active strategic focus on integrating AI, specifically through Microsoft Copilot and custom Azure AI implementations for their enterprise clients. Their current service model involves high-level architectural consulting and systems integration, making them a strong candidate for pivoting toward specialized Forward Deployed Engineering and multi-agent workflow deployment.",Orbis Screened,raw
MACH GMBH,mach gmbh,DE,DACH,44000000.0,3300000.0,,460,6201,Unknown,False,,True,"MACH GmbH is a long-standing German specialist in the public sector digital transformation space, primarily focused on ERP and administrative software solutions. While they currently lean toward traditional enterprise software, their deep integration capabilities and high-level architectural expertise with German government infrastructure position them as a high-potential candidate for pivoting to AI-driven process automation. Their established enterprise-grade engineering talent and strategic foothold in complex, regulated public sector projects provide a stable foundation to implement and scale proprietary RAG and multi-agent workflows.",Orbis Screened,raw
ISO SOFTWARE SYSTEME GMBH,iso software systeme gmbh,DE,DACH,43900000.0,2400000.0,,285,6201,Unknown,False,,True,"ISO Software Systeme GmbH is a well-established German IT engineering firm with a strong background in complex system integration, aerospace, and public sector projects. Given their deep technical expertise in custom software development and their existing initiatives in digitalization and data analytics, they possess the high-quality engineering foundation required to pivot into AI Forward Deployed Engineering. Their capability to handle high-stakes, bespoke technical architecture makes them a strong candidate for scaling custom AI pipelines and enterprise RAG systems.",Orbis Screened,raw
PROSTEP AG,prostep ag,DE,DACH,43700000.0,1400000.0,,314,6209,Unknown,False,,True,"PROSTEP AG is a specialized engineering and PLM consultancy that deeply integrates AI into complex product lifecycle management and digital engineering workflows. Their focus on digital twins, data integration, and advanced automation aligns well with our FDE thesis, as they already bridge high-end engineering data with machine learning applications for industrial clients. Their deep domain expertise in technical architecture provides a strong foundation for scaling high-complexity AI-driven engineering solutions.",Orbis Screened,raw
SOA PEOPLE,soa people,BE,Benelux,42000000.0,4600000.0,,148,6202,Unknown,False,,True,"SOA PEOPLE is a prominent SAP implementation and IT services firm, specializing in ERP, cloud migration, and application management, aligning with NACE 6202. While they don't explicitly market independent custom AI pipelines or proprietary RAG systems, their deep expertise in SAP Business Technology Platform (BTP) and cloud architecture is significant. They possess strong engineering talent capable of leveraging and integrating intelligent technologies within complex enterprise environments. This positions them as a high-potential candidate that can pivot to AI Forward Deployed Engineering, particularly within the SAP ecosystem's intelligent enterprise offerings.",Orbis Screened,raw
AVANADE BELGIUM,avanade belgium,BE,Benelux,42000000.0,2000000.0,,149,6202,Unknown,False,,True,"Avanade, a joint venture between Accenture and Microsoft, is a high-tier digital innovation consultancy deeply embedded in the Microsoft ecosystem. They possess the engineering infrastructure, cloud architecture expertise, and strategic partnership access required to execute complex AI deployments, including Azure OpenAI-based RAG systems and autonomous agent workflows for enterprise clients. Their focus on custom development and large-scale digital transformation aligns perfectly with the FDE thesis, as they are actively pivoting global operations to prioritize scalable generative AI integration.",Orbis Screened,raw
THALES CYBER SOLUTIONS LUXEMBOURG S.A.,thales cyber solutions luxembourg s a,LU,Benelux,40400000.0,4500000.0,,n.v.,6201,Unknown,False,,True,"Thales Cyber Solutions Luxembourg operates within the defense and high-security critical infrastructure sector, which requires advanced, mission-critical deployment of AI and cybersecurity engineering. Their expertise in sovereign cloud, complex system integration, and advanced analytics aligns with the technical rigor needed for an FDE model. Given their engineering-heavy focus on proprietary defense solutions, they represent a high-potential asset for scaling sophisticated, forward-deployed AI and machine learning architectures for enterprise and government clients.",Orbis Screened,raw
APPSFACTORY GMBH,appsfactory gmbh,DE,DACH,40000000.0,3300000.0,,373,6201,Unknown,False,,True,"Appsfactory is a high-end digital agency with deep expertise in custom software development, mobile architecture, and cloud services, which aligns with our 'High Potential' criteria for pivot-capable firms. They have already established a dedicated 'AI & Machine Learning' practice, focusing on generative AI, predictive analytics, and LLM implementation for enterprise clients. Their strong engineering foundation and existing portfolio of bespoke digital solutions make them well-positioned to scale forward-deployed AI engineering services.",Orbis Screened,raw
RIZING GERMANY GMBH,rizing germany gmbh,DE,DACH,38800000.0,2400000.0,,54,6202,Unknown,False,,True,"Rizing Germany GmbH is a high-end SAP consultancy specializing in complex enterprise digital transformation and data architecture. Given their deep integration into core enterprise ERP systems and focus on data strategy, they represent a high-potential firm for an AI FDE pivot. Their existing capability to manage large-scale data environments provides a strong foundation for deploying RAG systems and multi-agent workflows within SAP-centric enterprise environments.",Orbis Screened,raw
ITAC SOFTWARE AG,itac software ag,DE,DACH,38500000.0,6600000.0,,122,6201,Unknown,False,,True,"iTAC Software AG, part of the Dürr Group, is a specialized industrial software provider focusing on Manufacturing Execution Systems (MES) and IIoT platforms. Given their deep domain expertise in manufacturing data integration, cloud-native architecture, and real-time analytics, they possess the foundational technical infrastructure to pivot effectively toward deploying AI-driven predictive maintenance and autonomous shop-floor workflows. Their established role in complex industrial digital transformation makes them a strong candidate for an AI FDE strategy, leveraging existing deep-tier data access to implement proprietary AI agents.",Orbis Screened,raw
ACA IT - SOLUTIONS,aca it solutions,BE,Benelux,38100000.0,1400000.0,,147,4651,Unknown,False,,True,"ACA IT-Solutions operates as a high-end digital agency with strong capabilities in custom software development, cloud infrastructure, and data architecture. Their existing portfolio includes advanced digital transformation services and the integration of emerging technologies, which provides a strong technical foundation to pivot into AI Forward Deployed Engineering. Given their engineering-heavy business model, they represent a high-potential asset capable of scaling proprietary RAG and multi-agent enterprise workflows.",Orbis Screened,raw
KIWI CONSULTING EDV-BERATUNG GMBH,kiwi consulting edv beratung gmbh,DE,DACH,37500000.0,5500000.0,,14,6202,Unknown,False,,True,"KIWI CONSULTING EDV-BERATUNG GMBH is a strong 'Keep' under the 'High Potential' qualification criterion. The company is a highly capable custom software development and cloud architecture consultancy, aligning perfectly with NACE 6202. While not explicitly advertising custom AI pipelines or RAG systems, their deep expertise in complex enterprise software solutions, cloud services (AWS, Azure), and data & analytics signifies strong engineering talent. This robust foundation provides an excellent base for a strategic pivot and scaling into AI Forward Deployed Engineering services.",Orbis Screened,raw
GRUEN SOFTWARE GROUP GMBH,gruen software group gmbh,DE,DACH,37300000.0,6800000.0,,311,6201,Unknown,False,,True,"Gruen Software Group specializes in custom software development and cloud-native application architectures, which aligns with the high-potential category for pivoting into AI FDE. Their focus on complex backend systems and scalable digital transformation provides the necessary technical engineering foundation to build and deploy enterprise AI pipelines. Given their established B2B presence in the DACH region and professional software engineering rigor, they are well-positioned to scale into RAG and agentic workflow integration.",Orbis Screened,raw
FIT IT,fit it,BE,Benelux,37200000.0,2800000.0,,137,6201,Unknown,False,,True,"FIT IT is a Belgian firm specializing in high-end software development, digital transformation, and cloud engineering services. Their technical focus on complex enterprise infrastructure and custom software architecture positions them as an ideal candidate to pivot toward the firm's AI Forward Deployed Engineering thesis. They possess the requisite deep engineering talent to successfully deploy and maintain sophisticated AI pipelines and proprietary RAG systems for enterprise clients.",Orbis Screened,raw
DEVOTEAM TECHNOLOGY CONSULTING A/S,devoteam technology consulting a s,DK,Denmark,36500000.0,1600000.0,,105,6202,Unknown,False,,True,"Devoteam Technology Consulting A/S is a highly specialized digital transformation firm with deep expertise in cloud, data, and AI implementation. They actively provide advanced services in generative AI, MLOps, and custom AI pipeline development through their 'Data & AI' practice, making them a strong match for the FDE thesis. Their established capability in high-end enterprise architecture provides the necessary technical foundation to scale complex multi-agent and RAG workflows for large-scale clients.",Orbis Screened,raw
SYSKOPLAN REPLY GMBH,syskoplan reply gmbh,DE,DACH,35900000.0,2500000.0,,216,6209,Unknown,False,,True,"Syskoplan Reply is a specialized consultancy within the Reply network focused on digital transformation and advanced data architectures. They demonstrate strong technical depth in AI and machine learning integration, specifically regarding data platform modernization and AI-driven automation workflows. Their existing focus on enterprise-grade software engineering and cloud-native solutions positions them perfectly for the AI Forward Deployed Engineering thesis.",Orbis Screened,raw
ABBYY EUROPE GMBH,abbyy europe gmbh,DE,DACH,35800000.0,2600000.0,,72,6201,Unknown,False,,True,"ABBYY is a global leader in intelligent document processing and process intelligence, utilizing advanced AI, machine learning, and NLP to automate enterprise workflows. They provide specialized platforms for document classification, data extraction, and process mining, which directly align with our thesis of deploying practical AI and automated workflows at scale. Their deep technical expertise in computer vision and proprietary AI models positions them as a high-value player in the FDE landscape rather than a generalist IT consultancy.",Orbis Screened,raw
AVIOVISION,aviovision,BE,Benelux,35800000.0,4400000.0,,88,6201,Unknown,False,,True,"AVIOVISION specializes in high-end computer vision and AI-driven predictive maintenance solutions for the aviation and industrial sectors. Their core offering involves building custom machine learning models and deploying them into complex operational environments, which aligns perfectly with the 'Forward Deployed Engineering' thesis. They possess strong technical depth in edge-deployed AI, moving beyond basic consultancy into the actual design and maintenance of proprietary AI pipelines.",Orbis Screened,raw
DOUBLESLASH NET-BUSINESS GMBH,doubleslash net business gmbh,DE,DACH,35700000.0,2600000.0,,213,6201,Unknown,False,,True,"DoubleSlash Net-Business GmbH is a well-established German IT consultancy specializing in complex software architecture and digital business processes, which aligns with our criteria for firms with high engineering talent capable of AI integration. They already possess deep expertise in automotive and industrial sectors—key domains for high-value AI deployment—and are actively positioning themselves around data-driven solutions and digitalization. Their strong foundation in systems engineering and enterprise architecture provides an ideal technical base to pivot into full-scale FDE services, including RAG and multi-agent workflow implementation.",Orbis Screened,raw
ORISE DIGITAL GMBH,orise digital gmbh,DE,DACH,35600000.0,4099999.9999999995,,161,6202,Unknown,False,,True,"Orise Digital GmbH operates as a specialized software engineering firm focusing on data-driven architectures and digital transformation, which aligns with the High Potential criteria for FDE investment. Their technical background in complex backend integration and cloud-native development provides the necessary foundation to pivot into high-value AI deployment, such as enterprise RAG and multi-agent workflows. As a consultancy firm in the 6202 NACE segment, they possess the required engineering caliber to bridge the gap between research and practical enterprise implementation.",Orbis Screened,raw
BLUECRUX,bluecrux,BE,Benelux,34600000.0,9000000.0,,76,6202,Unknown,False,,True,"BLUECRUX is a strong match for the AI Forward Deployed Engineering thesis. Their dedicated 'AI & Automation' service line explicitly offers machine learning development, natural language processing (NLP), and computer vision. They focus on designing and implementing tailor-made AI solutions and integrating them seamlessly into existing enterprise systems. This directly fulfills the criteria for companies providing custom AI deployment and bridging AI research with practical enterprise applications.",Orbis Screened,raw
GLUECKKANJA AG,glueckkanja ag,DE,DACH,34300000.0,5500000.0,,161,6202,Unknown,False,,True,"Glueckkanja is a top-tier Microsoft partner specializing in deep cloud architecture, security, and digital workspace transformation. Their existing high-level competency in Microsoft Azure and advanced data governance provides a strong foundation for integrating OpenAI and Copilot enterprise solutions. Given their strategic position in managing complex enterprise tech stacks, they are ideally suited to pivot into high-value AI forward deployed engineering and RAG-based automation projects.",Orbis Screened,raw
VAIVA GMBH,vaiva gmbh,DE,DACH,33800000.0,1500000.0,,225,6201,Unknown,False,,True,"VAIVA GMBH, based in Germany, specializes in high-end software engineering and digital transformation, aligning well with the technical profile required for AI FDE. Their core competencies in cloud-native application development and enterprise systems architecture provide the necessary foundation for pivoting to custom RAG deployments and complex AI workflow integration. As an established technical consultancy, they possess the engineering talent depth required to bridge the gap between enterprise data infrastructure and practical LLM-based application scaling.",Orbis Screened,raw
NETCOMPANY SA,netcompany sa,BE,Benelux,32299999.999999996,1500000.0,,324,6201,Unknown,False,,True,"Netcompany is a large-scale IT consultancy that has already integrated generative AI and machine learning into its core digital transformation service offerings. With a robust engineering workforce and existing partnerships with major cloud hyperscalers, they are well-positioned to deploy enterprise-grade RAG pipelines and custom AI agents. Their focus on mission-critical public and private sector projects aligns perfectly with the FDE thesis of bridging research into practical enterprise application.",Orbis Screened,raw
XYLOS,xylos,BE,Benelux,32299999.999999996,1100000.0,,127,6201,Unknown,False,,True,"XYLOS is a well-established Belgian IT services firm that has significantly pivoted its offerings toward modern AI integration, including custom Copilot implementation and Azure OpenAI deployment services. They possess the high-quality engineering pedigree and existing enterprise infrastructure experience required to excel in FDE. Their focus on digital transformation and complex data architecture makes them a strong candidate for scaling into end-to-end AI agent workflows.",Orbis Screened,raw
CONSIST SOFTWARE SOLUTIONS GMBH,consist software solutions gmbh,DE,DACH,32100000.0,3400000.0,,214,6201,Unknown,False,,True,"Consist Software Solutions is a sophisticated German IT services firm with deep expertise in complex enterprise software integration, DevOps, and data-centric engineering. Their long-standing work in mission-critical banking and automotive systems provides a robust foundation for pivoting into AI Forward Deployed Engineering, specifically for complex RAG and agentic workflows. Their focus on custom application development and cloud-native architecture aligns well with the technical requirements needed to bridge the gap between AI research and practical enterprise application.",Orbis Screened,raw
SPOTIT,spotit,BE,Benelux,31800000.0,1600000.0,,65,6202,Unknown,False,,True,"SPOTIT is a high-end ICT infrastructure and cybersecurity integrator with a strong focus on managed services and digital transformation. Their deep technical expertise in complex cloud architecture and data orchestration provides a robust foundation for pivoting into AI Forward Deployed Engineering, specifically for deploying secure RAG systems and LLM pipelines for enterprise clients. Their focus on high-value consulting and managed service delivery aligns well with our criteria for firms capable of scaling advanced AI integration.",Orbis Screened,raw
NEORIA,neoria,BE,Benelux,31500000.0,2400000.0,,19,6202,Unknown,False,,True,"NEORIA specializes in advanced data engineering, cloud architecture, and modern data stack implementations, which serves as a foundational layer for AI deployment. Their expertise in complex system integration and data infrastructure aligns with the technical requirements for building scalable RAG pipelines and enterprise AI workflows. Given their high-end engineering focus, they possess the necessary technical maturity to pivot effectively into a high-value AI Forward Deployed Engineering model.",Orbis Screened,raw
SAMHAMMER AG,samhammer ag,DE,DACH,31300000.0,2400000.0,,528,6201,Unknown,False,,True,"SAMHAMMER AG is a highly specialized IT services firm focusing on technical service management and complex system integration, moving beyond traditional software development. Their long-standing expertise in data-driven service automation and technical process orchestration provides a strong architectural foundation for pivoting into AI-driven FDE services. Given their deep domain expertise in technical support automation and enterprise infrastructure, they represent a strong candidate for deploying multi-agent workflows and RAG-based knowledge systems for industrial clients.",Orbis Screened,raw
WAVE,wave,BE,Benelux,30300000.0,11800000.0,,n.v.,6202,Unknown,False,,True,"WAVE is a Belgian technology consultancy specializing in high-end data engineering, cloud-native architecture, and machine learning operations (MLOps). Their technical proficiency in building scalable data pipelines and deploying complex analytics solutions positions them as a strong candidate for an AI FDE pivot. By leveraging their established infrastructure and engineering talent, they are well-equipped to transition into the delivery of enterprise-grade RAG systems and multi-agent AI workflows.",Orbis Screened,raw
INSPARI A/S,inspari a s,DK,Denmark,29300000.0,3500000.0,,142,6202,Unknown,False,,True,"INSPARI A/S is a specialized data and analytics consultancy with deep expertise in the Microsoft ecosystem, specifically Power BI, Fabric, and Azure cloud infrastructure. Their focus on advanced data architecture and business intelligence provides a strong foundation for the rapid deployment of AI-ready data pipelines and RAG workflows. As a high-capability technical partner, they represent an excellent candidate for scaling advanced generative AI applications into enterprise environments.",Orbis Screened,raw
NORDCLOUD DEUTSCHLAND GMBH,nordcloud deutschland gmbh,DE,DACH,29200000.0,2200000.0,,138,6209,Unknown,False,,True,"Nordcloud (an IBM company) is a premier European cloud infrastructure and managed services provider with deep expertise in cloud-native application development and data platform architecture. Their extensive experience with AWS, Azure, and Google Cloud environments positions them as a strong candidate for transitioning toward large-scale AI deployment and MLOps orchestration. Their existing engineering capabilities in cloud migration and modernization are highly compatible with the infrastructure requirements for building and maintaining enterprise-grade AI pipelines.",Orbis Screened,raw
ARKANCE SYSTEMS BENELUX,arkance systems benelux,BE,Benelux,29000000.0,2200000.0,,51,6201,Unknown,False,,True,"Arkance Systems Benelux is a sophisticated engineering consultancy focused on digital transformation in the AEC and manufacturing sectors, heavily centered on BIM and Autodesk integration. Their technical DNA, deep expertise in high-end design automation, and existing consultative relationship with enterprise clients provide a strong foundation for scaling AI Forward Deployed Engineering. They represent a high-potential asset capable of pivoting from complex CAD/BIM workflows to proprietary RAG systems and multi-agent industrial design pipelines.",Orbis Screened,raw
MAINSYS GROUP,mainsys group,BE,Benelux,28900000.0,2700000.0,,169,6202,Unknown,False,,True,"MAINSYS GROUP is a robust IT consultancy and custom software development firm with a strong focus on the financial sector. While they don't explicitly market AI Forward Deployed Engineering services, their deep expertise in custom software development, data management, cloud architecture, and complex system integration qualifies them as a 'High Potential' candidate. Their strong engineering talent and existing data capabilities suggest a significant capacity to pivot and scale into custom AI pipeline development and RAG system integration.",Orbis Screened,raw
EMPOLIS INFORMATION MANAGEMENT GMBH,empolis information management gmbh,DE,DACH,27800000.0,7300000.0,,166,6201,Unknown,False,,True,"Empolis is a strong fit for the FDE thesis as it specializes in 'Smart Information Management' and has deeply integrated RAG-based AI architectures into its enterprise product suite. They provide high-end, proprietary knowledge management and decision-support systems that require complex pipeline engineering rather than mere SaaS reselling. Their established focus on AI-driven data extraction and reasoning systems aligns perfectly with our requirement for companies that bridge the gap between AI research and practical enterprise application.",Orbis Screened,raw
LOGICALIS CONNECTED GMBH,logicalis connected gmbh,DE,DACH,26800000.0,1200000.0,,152,6202,Unknown,False,,True,"Logicalis Connected GmbH functions as a high-end digital transformation and managed services provider with deep expertise in hybrid cloud and data architecture. Their strong technical foundation in infrastructure and data orchestration makes them an ideal candidate for pivoting into AI Forward Deployed Engineering, specifically for enterprise RAG and multi-cloud AI workload deployment. Their market position as a strategic IT advisor provides the necessary customer trust to scale complex, custom AI implementation projects for large European enterprises.",Orbis Screened,raw
SALESFIVE GMBH,salesfive gmbh,DE,DACH,26700000.0,1600000.0,,207,6209,Unknown,False,,True,"Salesfive is a specialized Salesforce implementation and digital transformation consultancy that has increasingly integrated AI-driven automation and data engineering into its service portfolio. Their focus on custom cloud architecture and complex CRM data pipelines aligns with the technical foundation required to pivot into high-value RAG systems and AI-agent deployments. Given their existing technical footprint and role as a strategic implementation partner for enterprise clients, they represent a strong candidate for an FDE-focused scaling strategy.",Orbis Screened,raw
SNAP TECHNOLOGY GMBH,snap technology gmbh,AT,DACH,26600000.0,4300000.0,,55,6201,Unknown,False,,True,"Snap Technology GmbH operates as a high-end software engineering firm focused on complex enterprise infrastructure and custom backend development, which aligns with our 'High Potential' pivot criteria. Their focus on custom development and system architecture provides the necessary technical foundation for transitioning into an AI Forward Deployed Engineering model. Given their engineering-first culture, they possess the required talent density to implement proprietary RAG systems and multi-agent workflows for enterprise clients.",Orbis Screened,raw
ADASTRA GMBH,adastra gmbh,DE,DACH,26400000.0,3100000.0,,152,6202,Unknown,False,,True,"Adastra GmbH operates as a high-end data and analytics consultancy, specializing in building complex data platforms and advanced AI solutions. Their core expertise in data engineering, cloud architecture, and predictive analytics provides a robust technical foundation for deploying enterprise-grade RAG and machine learning workflows. Given their pedigree in modernizing data stacks for large-scale enterprise clients, they represent a strong candidate for an AI FDE investment.",Orbis Screened,raw
ALL FOR ONE PUBLICCLOUDERP GMBH,all for one publicclouderp gmbh,DE,DACH,25800000.0,1700000.0,,98,6202,Unknown,False,,True,"All for One Group is a major German SAP consultancy and cloud transformation provider with deep enterprise-grade software engineering capabilities. Their existing focus on ERP integration, cloud architecture, and data management provides a robust foundation for pivoting into AI Forward Deployed Engineering, specifically for scaling RAG and agentic workflows within the SAP ecosystem. Their strategic focus on 'Business Transformation' aligns well with the complexity required to bridge enterprise data silos with custom AI pipelines.",Orbis Screened,raw
CARYA GROUP,carya group,BE,Benelux,25700000.0,3300000.0,,83,6202,Unknown,False,,True,"Carya Group focuses on digital transformation, cloud architecture, and data engineering, which positions them well to transition into AI deployment services. Their expertise in Microsoft Azure and data platform integration aligns with the technical foundation required to build and maintain RAG pipelines and enterprise-grade AI workflows. As an established IT consulting firm, they possess the high-quality engineering talent necessary to pivot toward our AI Forward Deployed Engineering thesis.",Orbis Screened,raw
MEDICIM,medicim,BE,Benelux,25500000.0,8700000.0,,112,6201,Unknown,False,,True,"MEDICIM specializes in high-end software development and computational solutions, particularly in 3D medical imaging and complex data engineering. Their deep expertise in algorithmic development and software engineering for specialized medical domains aligns well with the FDE thesis, as they possess the technical maturity to integrate proprietary AI models into critical enterprise environments. They represent a high-potential pivot candidate for scaling custom AI pipelines due to their strong foundation in sophisticated, high-stakes software engineering.",Orbis Screened,raw
DAVINSI LABS,davinsi labs,BE,Benelux,25500000.0,4400000.0,,47,6201,Unknown,False,,True,"Davinsi Labs is a highly specialized Belgian firm focused on AI-driven data intelligence, cybersecurity, and advanced automation. They demonstrate strong technical depth in operationalizing machine learning models and big data pipelines for enterprise-grade environments. Their service portfolio directly aligns with the FDE thesis by bridging complex data architecture with practical, scalable AI deployments.",Orbis Screened,raw
EUROPEAN IT CONSULTANCY EITCO GMBH,european it consultancy eitco gmbh,DE,DACH,24600000.0,3500000.0,,181,6209,Unknown,False,,True,"EITCO is a established German IT consultancy focused on complex enterprise software, digital transformation, and system architecture for the public and private sectors. Their deep integration with cloud infrastructure, legacy modernization, and high-security software development provides the necessary technical foundation for an FDE pivot. Given their focus on custom application development and large-scale enterprise workflows, they represent a high-potential candidate to transition into deploying and maintaining proprietary AI and RAG pipelines for their existing blue-chip client base.",Orbis Screened,raw
PINGALA A/S,pingala a s,DK,Denmark,23100000.0,3400000.0,,110,6202,Unknown,False,,True,"PINGALA A/S is a specialized consultancy focusing on Microsoft Dynamics 365, Azure, and data analytics, providing the robust architectural foundation necessary for advanced enterprise AI deployment. Their deep expertise in Microsoft's ecosystem positions them as a high-potential firm capable of scaling AI-integrated business solutions and leveraging Azure OpenAI services for their existing enterprise client base. They align with our 'High Potential' criteria as a technically sophisticated consultancy with the infrastructure to transition into FDE-style AI project delivery.",Orbis Screened,raw
M&M SOFTWARE GMBH,m m software gmbh,DE,DACH,23000000.0,2900000.0,,156,6201,Unknown,False,,True,"M&M Software GmbH is a high-end engineering firm specializing in complex industrial software, IoT, and cloud-native solutions, which provides a strong foundation for advanced AI deployment. Their deep domain expertise in embedded systems, digital twins, and industrial automation makes them an ideal candidate to pivot toward deploying RAG-based systems and multi-agent workflows in enterprise manufacturing contexts. They possess the high-quality engineering talent required to bridge the gap between complex industrial data pipelines and practical AI application, aligning perfectly with our FDE thesis.",Orbis Screened,raw
KEYRUS,keyrus,BE,Benelux,22800000.0,1400000.0,,102,6201,Unknown,False,,True,"Keyrus is a global consultancy with deep expertise in data, analytics, and cloud infrastructure, positioning it perfectly for AI Forward Deployed Engineering. They have already developed a robust AI service practice, focusing on generative AI, machine learning operations (MLOps), and enterprise-grade RAG deployment. Their established track record in high-end data engineering makes them a prime candidate for scaling complex, custom AI workflows for large enterprise clients.",Orbis Screened,raw
LIVE REPLY GMBH,live reply gmbh,DE,DACH,22600000.0,1900000.0,,99,6202,Unknown,False,,True,"Live Reply GmbH is part of the Reply Group, a highly specialized network with deep expertise in advanced cloud architecture, IoT, and data engineering. They have established service lines focused on Generative AI and machine learning, directly addressing the implementation of RAG systems and LLM integration for enterprise clients. Their strong technical foundation in complex software engineering and cloud infrastructure makes them a prime candidate for scaling AI Forward Deployed Engineering services.",Orbis Screened,raw
DYNAMATE,dynamate,BE,Benelux,22400000.0,8000000.0,,53,6201,Unknown,False,,True,"DYNAMATE is a Belgium-based firm specializing in AI-driven predictive maintenance and industrial IoT, demonstrating strong technical alignment with the FDE thesis. They actively deploy advanced analytical models and custom sensor-based data pipelines to optimize industrial operations, bridging the gap between raw machine data and actionable AI insights. Given their focus on high-value industrial AI integration and complex data engineering, they qualify as a high-potential firm with the technical foundation to scale advanced AI solutions.",Orbis Screened,raw
